,adminRights,constrainedDelegation,controllables,controllers,dcomRights,gpos,groupMembership,admincount,description,distinguishedname,doesanyacegrantownerrights,doesanyinheritedacegrantownerrights,domain,domainsid,dontreqpreauth,enabled,encryptedtextpwdallowed,hasspn,isaclprotected,lastlogon,lastlogontimestamp,lastseen,lockedout,logonscriptenabled,name,objectid,passwordcantchange,passwordexpired,passwordnotreqd,pwdlastset,pwdneverexpires,samaccountname,sensitive,serviceprincipalnames,sidhistory,smartcardrequired,system_tags,trustedtoauth,unconstraineddelegation,usedeskeyonly,useraccountcontrol,whencreated,psRemoteRights,rdpRights,sessions,sqlAdmin,admin_tier_0,path_da_nnodes,path_da_nedges,path_da_nodes,path_da_edges,path_da_nodes_oidlist,supportedencryptiontypes,displayname,objectID,error,controllables_norm,controllers_norm,path_da_nedges_norm,sessions_norm,n_in_path_da,n_in_path_da_norm,control_risk,control_risk_norm,control_risk_norm_100,control_risk_100
767,0.0,0.0,0.0,258.0,0.0,1.0,16.0,False,Created with secframe.com/badblood.,"CN=ROBERTO_DAWSON,OU=SERVICEACCOUNTS,OU=HRE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:31.202488933Z,False,False,ROBERTO_DAWSON@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1867,False,False,False,1742158869.0,False,ROBERTO_DAWSON,False,[],[],False,,False,False,False,512.0,1742158869.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,ROBERTO_DAWSON,,,0.0,0.5878220140515222,0.0,1.0,0.0,0.0,258.0,1.5878220140515222,0.05350286023153468,0.02831487013571383
771,0.0,0.0,0.0,208.0,0.0,1.0,18.0,False,Created with secframe.com/badblood.,"CN=LUPE_COHEN,OU=DEVICES,OU=SEC,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,LUPE_COHEN@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1871,False,False,False,1742158869.0,False,LUPE_COHEN,False,[],[],False,,False,False,False,512.0,1742158869.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,LUPE_COHEN,,,0.0,0.4707259953161593,0.0,1.0,0.0,0.0,208.0,1.4707259953161593,0.049557221571392,0.022827492202435958
772,0.0,0.0,0.0,209.0,0.0,1.0,8.0,False,Created with secframe.com/badblood.,"CN=LYNETTE_GUY,OU=SEC,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,True,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,LYNETTE_GUY@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1872,False,False,False,1742158869.0,False,LYNETTE_GUY,False,[],[],False,,False,False,False,4194816.0,1742158869.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,LYNETTE_GUY,,,0.0,0.47306791569086654,0.0,1.0,0.0,0.0,209.0,1.4730679156908666,0.049636134344594865,0.022937239761101513
773,0.0,0.0,0.0,210.0,0.0,1.0,5.0,False,Created with secframe.com/badblood.,"CN=CAREY_LUCAS,OU=DEVICES,OU=GOO,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:31.202488933Z,False,False,CAREY_LUCAS@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1873,False,False,False,1742158869.0,False,CAREY_LUCAS,False,[],[],False,,False,False,False,512.0,1742158869.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,CAREY_LUCAS,,,0.0,0.47540983606557374,0.0,1.0,0.0,0.0,210.0,1.4754098360655736,0.04971504711779771,0.023046987319767072
774,0.0,0.0,54.0,208.0,0.0,1.0,14.0,False,Created with secframe.com/badblood.,"CN=GERRY_HANSEN,OU=TEST,OU=AWS,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,GERRY_HANSEN@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1874,False,False,False,1742158870.0,False,GERRY_HANSEN,False,[],[],False,,False,False,False,512.0,1742158870.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,GERRY_HANSEN,,,0.015117581187010079,0.4707259953161593,0.0,1.0,0.0,0.0,262.0,1.4858435765031692,0.05006661987052734,0.02875386037037606
776,0.0,0.0,21.0,241.0,0.0,1.0,22.0,False,Created with secframe.com/badblood.,"CN=TERRELL_MADDOX,OU=SEC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:31.202488933Z,False,False,TERRELL_MADDOX@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1876,False,False,False,1742158870.0,False,TERRELL_MADDOX,False,[],[],False,,False,False,False,512.0,1742158870.0,0.0,0.0,0.0,0.0,False,12.0,16.0,"                                   label       kind  \
id                                                    
1002                   USERS@MYLAB.LOCAL  Container   
1019             LOUIS_TYLER@MYLAB.LOCAL       User   
1238          TERRELL_MADDOX@MYLAB.LOCAL       User   
128            DOMAIN ADMINS@MYLAB.LOCAL      Group   
1816            6372101301SA@MYLAB.LOCAL       User   
2602          STEWART_THOMAS@MYLAB.LOCAL       User   
3097      ST-CAR-ADMINGROUP1@MYLAB.LOCAL      Group   
3274        JA-130-DISTLIST1@MYLAB.LOCAL      Group   
477            JENNA_HARDING@MYLAB.LOCAL       User   
870         DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
872         RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
883   DA-BARBATRON-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
1238  S-1-5-21-1333368235-828418111-1849936505-1876       False   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
1816  S-1-5-21-1333368235-828418111-1849936505-2469       False   
2602  S-1-5-21-1333368235-828418111-1849936505-3290       False   
3097  S-1-5-21-1333368235-828418111-1849936505-3865       False   
3274  S-1-5-21-1333368235-828418111-1849936505-4010       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
883   S-1-5-21-1333368235-828418111-1849936505-4019       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
1238          False  2025-03-16T21:35:31.202488933Z  
128           False        2025-03-16T21:35:40.428Z  
1816          False        2025-03-16T21:35:40.117Z  
2602          False        2025-03-16T21:35:40.117Z  
3097          False        2025-03-16T21:35:40.097Z  
3274          False        2025-03-16T21:35:40.428Z  
477           False  2025-03-16T21:35:31.048103438Z  
870           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
883           False        2025-03-16T21:35:40.428Z  ","   source target       label        kind                        lastSeen
0    1238   3097    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    3097   3274    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
2    3274    883    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
3     883   2602  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
4    2602    872    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
5     872   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
6    1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
7     872    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
8     477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
9     883   1816  GenericAll  GenericAll  2025-03-16T21:35:34.829357333Z
10   1816    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
11    870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
12   1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
13    870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
14    872   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
15    870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-1876'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-2469'
 'S-1-5-21-1333368235-828418111-1849936505-3290'
 'S-1-5-21-1333368235-828418111-1849936505-3865'
 'S-1-5-21-1333368235-828418111-1849936505-4010'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-4019']",,TERRELL_MADDOX,,,0.005879059350503919,0.5480093676814989,0.32,1.0,1.0,0.001402524544179523,279.0,1.8752909515761824,0.06318934287831741,0.030619568867690537
777,0.0,0.0,0.0,209.0,0.0,1.0,22.0,False,Created with secframe.com/badblood.,"CN=SHANE_ROACH,OU=GOO,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:31.202488933Z,False,False,SHANE_ROACH@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1877,False,False,False,1742158870.0,False,SHANE_ROACH,False,[],[],False,,False,False,False,512.0,1742158870.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,SHANE_ROACH,,,0.0,0.47306791569086654,0.0,1.0,0.0,0.0,209.0,1.4730679156908666,0.049636134344594865,0.022937239761101513
779,0.0,0.0,23.0,234.0,0.0,1.0,12.0,False,Created with secframe.com/badblood.,"CN=JERRI_LITTLE,OU=T1-ACCOUNTS,OU=TIER 1,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,JERRI_LITTLE@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1879,False,False,False,1742158870.0,False,JERRI_LITTLE,False,[],[],False,,False,False,False,512.0,1742158870.0,0.0,1.0,0.0,0.0,False,0.0,0.0,0,0,[],,JERRI_LITTLE,,,0.006438969764837626,0.531615925058548,0.0,1.0,0.0,0.0,257.0,1.5380548948233856,0.05182591961689051,0.028205122577048273
783,0.0,0.0,1.0,209.0,0.0,1.0,6.0,False,Created with secframe.com/badblood.,"CN=ISMAEL_WILKERSON,OU=TEST,OU=TST,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,ISMAEL_WILKERSON@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1883,False,False,False,1742158871.0,False,ISMAEL_WILKERSON,False,[],[],False,,False,False,False,512.0,1742158871.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,ISMAEL_WILKERSON,,,0.0002799552071668533,0.47306791569086654,0.0,1.0,0.0,0.0,210.0,1.4733478708980334,0.0496455676464307,0.023046987319767072
788,0.0,0.0,0.0,268.0,0.0,1.0,22.0,False,Created with secframe.com/badblood.,"CN=ROSENDO_KING,OU=GROUPS,OU=HRE,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,ROSENDO_KING@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1888,False,False,False,1742158872.0,False,ROSENDO_KING,False,[],[],False,,False,False,False,512.0,1742158872.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,ROSENDO_KING,,,0.0,0.6112412177985949,0.0,1.0,0.0,0.0,268.0,1.6112412177985949,0.054291987963563215,0.029412345722369403
790,0.0,0.0,22.0,210.0,0.0,1.0,9.0,False,Just so I dont forget my password is UPsBP8UX7wBHtVyZiS#mg9dZ,"CN=GLEN_BLACK,OU=TEST,OU=HRE,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,GLEN_BLACK@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1890,False,False,False,1742158872.0,False,GLEN_BLACK,False,[],[],False,,False,False,False,512.0,1742158872.0,0.0,0.0,0.0,0.0,False,14.0,27.0,"                                   label       kind  \
id                                                    
0             ADMINISTRATORS@MYLAB.LOCAL      Group   
1002                   USERS@MYLAB.LOCAL  Container   
1019             LOUIS_TYLER@MYLAB.LOCAL       User   
1023            ANDREA_TYLER@MYLAB.LOCAL       User   
1250              GLEN_BLACK@MYLAB.LOCAL       User   
128            DOMAIN ADMINS@MYLAB.LOCAL      Group   
3272  JO-PIPOMORRI-DISTLIST1@MYLAB.LOCAL      Group   
477            JENNA_HARDING@MYLAB.LOCAL       User   
869         DA-EST-DISTLIST1@MYLAB.LOCAL      Group   
870         DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
871   MA-VACACIONE-DISTLIST1@MYLAB.LOCAL      Group   
872         RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
877         TA-24D-DISTLIST1@MYLAB.LOCAL      Group   
889         PA-COM-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
0                          MYLAB.LOCAL-S-1-5-32-544        True   
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
1023  S-1-5-21-1333368235-828418111-1849936505-2378        True   
1250  S-1-5-21-1333368235-828418111-1849936505-1890       False   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
3272  S-1-5-21-1333368235-828418111-1849936505-4027       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
871   S-1-5-21-1333368235-828418111-1849936505-3890       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
877   S-1-5-21-1333368235-828418111-1849936505-4033       False   
889   S-1-5-21-1333368235-828418111-1849936505-3962       False   

      isOwnedObject                        lastSeen  
id                                                   
0             False        2025-03-16T21:35:40.441Z  
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
1023          False        2025-03-16T21:35:40.117Z  
1250          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
3272          False        2025-03-16T21:35:40.428Z  
477           False  2025-03-16T21:35:31.048103438Z  
869           False        2025-03-16T21:35:39.799Z  
870           False        2025-03-16T21:35:39.799Z  
871           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
877           False        2025-03-16T21:35:40.428Z  
889           False        2025-03-16T21:35:39.799Z  ","   source target         label          kind                        lastSeen
0    1250   3272      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
1    3272    889    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
2     889   1023    GenericAll    GenericAll  2025-03-16T21:35:34.829357333Z
3    1023      0      MemberOf      MemberOf  2025-03-16T21:35:38.201365484Z
4       0    128     WriteDacl     WriteDacl   2025-03-16T21:35:36.88777499Z
5     889    869    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
6     869    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
7     477    128      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
8       0    128  GenericWrite  GenericWrite   2025-03-16T21:35:36.88777499Z
9     889    872    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
10    872   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
11   1002    128      Contains      Contains   2025-03-16T21:35:36.88777499Z
12    869   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
13   1019    128      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
14    889    871    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
15    871    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
16    872   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
17    871   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
18    871   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
19    889    877    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
20    877   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
21    889    870    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
22    870   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
23      0    128    WriteOwner    WriteOwner   2025-03-16T21:35:36.88777499Z
24    870   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
25    870    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
26    872    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z","['MYLAB.LOCAL-S-1-5-32-544' '643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-2378'
 'S-1-5-21-1333368235-828418111-1849936505-1890'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-4027'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3890'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-4033'
 'S-1-5-21-1333368235-828418111-1849936505-3962']",,GLEN_BLACK,,,0.006159014557670772,0.47540983606557374,0.54,1.0,1.0,0.001402524544179523,260.0,2.0229713751674243,0.06816554612554085,0.028534365253044945
792,0.0,0.0,0.0,341.0,0.0,1.0,12.0,False,Created with secframe.com/badblood.,"CN=ELIZA_SCHNEIDER,OU=SERVICEACCOUNTS,OU=BDE,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:31.202488933Z,False,False,ELIZA_SCHNEIDER@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1892,False,False,False,1742158872.0,False,ELIZA_SCHNEIDER,False,[],[],False,,False,False,False,512.0,1742158872.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,ELIZA_SCHNEIDER,,,0.0,0.7822014051522248,0.0,1.0,0.0,0.0,341.0,1.7822014051522248,0.060052620407371526,0.037423917504955106
795,0.0,0.0,67.0,209.0,0.0,1.0,42.0,False,Created with secframe.com/badblood.,"CN=ROBT_RAMSEY,OU=DEVICES,OU=OGC,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,True,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,ROBT_RAMSEY@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1895,False,False,False,1742158873.0,False,ROBT_RAMSEY,False,[],[],False,,False,False,False,4194816.0,1742158873.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,ROBT_RAMSEY,,,0.018756998880179173,0.47306791569086654,0.0,1.0,0.0,0.0,276.0,1.4918249145710458,0.050268165567596106,0.030290326191693865
796,0.0,0.0,96.0,332.0,0.0,1.0,14.0,False,Created with secframe.com/badblood.,"CN=HANNAH_SAVAGE,OU=GROUPS,OU=SEC,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,HANNAH_SAVAGE@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1896,False,False,False,1742158873.0,False,HANNAH_SAVAGE,False,[],[],False,,False,False,False,512.0,1742158873.0,0.0,0.0,0.0,0.0,False,6.0,6.0,"                               label   kind  \
id                                            
1019         LOUIS_TYLER@MYLAB.LOCAL   User   
1255       HANNAH_SAVAGE@MYLAB.LOCAL   User   
128        DOMAIN ADMINS@MYLAB.LOCAL  Group   
477        JENNA_HARDING@MYLAB.LOCAL   User   
869     DA-EST-DISTLIST1@MYLAB.LOCAL  Group   
891   WH-S95-ADMINGROUP1@MYLAB.LOCAL  Group   

                                           objectId  isTierZero  \
id                                                                
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
1255  S-1-5-21-1333368235-828418111-1849936505-1896       False   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
891   S-1-5-21-1333368235-828418111-1849936505-3940       False   

      isOwnedObject                        lastSeen  
id                                                   
1019          False        2025-03-16T21:35:40.117Z  
1255          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
477           False  2025-03-16T21:35:31.048103438Z  
869           False        2025-03-16T21:35:39.799Z  
891           False        2025-03-16T21:35:39.799Z  ","  source target       label        kind                        lastSeen
0   1255    891    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    891    869  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
2    869    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
3    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
4    869   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
5   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z","['S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-1896'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-3940']",,HANNAH_SAVAGE,,,0.026875699888017916,0.7611241217798594,0.12,1.0,1.0,0.001402524544179523,435.0,1.9094023462120568,0.06433875204594133,0.04774018801951751
797,0.0,0.0,3362.0,237.0,0.0,1.0,21.0,False,Created with secframe.com/badblood.,"CN=EUGENE_ODOM,OU=DEVICES,OU=FIN,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,EUGENE_ODOM@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1897,False,False,False,1742158873.0,False,EUGENE_ODOM,False,[],[],False,,False,False,False,512.0,1742158873.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,EUGENE_ODOM,,,0.9412094064949608,0.5386416861826698,0.0,1.0,16.0,0.02244039270687237,3615.0,2.502291485384503,0.08431659872221811,0.3967374245759903
